@SenatorLeahy,Patrick,Leahy,0.73,0.9,0.7,0.39,0.36,0.94,0.73,0.96,0.98,0.96,0.7,0.67,0.96,0.98,0.74,0.92,0.97,0.16,0.25,0.55,0.15,0.75,0.88,0.51,0.35,0.75,0.99,0.71,0.83,0.25,0.25,0.15,0.0,0.16,0.13,0.33,0.33,0.47,0.12,0.38,0.23,0.08,0.23,0.19,0.31,0.81,0.72,0.25,0.17,0.09,0.09,0.17
@alfranken,Al,Franken,0.61,0.94,0.34,0.27,0.16,0.86,0.51,0.93,0.98,0.88,0.78,0.56,0.96,0.97,0.79,0.96,0.99,0.43,0.3,0.89,0.62,0.69,0.92,0.54,0.42,0.82,0.99,0.75,0.9,0.08,0.08,0.08,0.01,0.02,0.05,0.41,0.27,0.26,0.21,0.22,0.16,0.18,0.2,0.25,0.23,0.69,0.78,0.23,0.21,0.07,0.06,0.21
@Sen_JoeManchin,Joe,Manchin,0.67,0.92,0.67,0.39,0.14,0.81,0.73,0.92,0.99,0.95,0.78,0.59,0.95,0.96,0.77,0.98,0.98,0.58,0.22,0.86,0.55,0.86,0.93,0.77,0.55,0.89,0.99,0.93,0.87,0.07,0.1,0.06,0.01,0.02,0.09,0.33,0.62,0.49,0.15,0.47,0.12,0.17,0.39,0.07,0.23,0.83,0.84,0.35,0.37,0.05,0.09,0.39
@ChrisCoons,Chris,Coons,0.58,0.99,0.7,0.37,0.26,0.94,0.84,0.88,0.99,0.96,0.7,0.62,0.97,0.98,0.7,0.99,0.99,0.46,0.32,0.83,0.49,0.76,0.94,0.66,0.43,0.88,0.99,0.89,0.77,0.06,0.06,0.05,0.0,0.03,0.04,0.56,0.51,0.71,0.21,0.54,0.32,0.31,0.52,0.2,0.43,0.91,0.87,0.33,0.34,0.06,0.1,0.39
@SenatorKirk,Mark,Kirk,0.67,0.97,0.6,0.39,0.22,0.9,0.71,0.94,0.98,0.97,0.69,0.67,0.98,0.95,0.68,0.96,0.98,0.26,0.15,0.73,0.29,0.71,0.91,0.61,0.75,0.92,0.99,0.61,0.91,0.08,0.06,0.09,0.0,0.03,0.06,0.17,0.39,0.52,0.12,0.34,0.13,0.18,0.24,0.15,0.27,0.9,0.86,0.21,0.17,0.04,0.0,0.39
@SenDanCoats,Dan,Coats,0.8,0.92,0.56,0.19,0.24,0.93,0.76,0.94,0.98,0.92,0.8,0.56,0.94,0.97,0.74,0.92,0.98,0.22,0.26,0.69,0.37,0.75,0.85,0.5,0.38,0.7,0.98,0.81,0.86,0.23,0.21,0.1,0.01,0.06,0.08,0.23,0.28,0.25,0.08,0.13,0.1,0.04,0.21,0.1,0.18,0.74,0.76,0.25,0.16,0.05,0.08,0.09
@RoyBlunt,Roy,Blunt,0.44,0.91,0.47,0.54,0.06,0.73,0.48,0.93,0.99,0.98,0.82,0.63,0.98,0.97,0.79,0.99,0.98,0.62,0.09,0.85,0.41,0.97,0.96,0.83,0.74,0.97,0.99,0.87,0.84,0.05,0.07,0.05,0.0,0.01,0.08,0.28,0.82,0.6,0.09,0.8,0.14,0.29,0.49,0.12,0.44,0.96,0.87,0.47,0.23,0.05,0.01,0.64
@JerryMoran,Jerry,Moran,0.65,0.97,0.55,0.2,0.17,0.92,0.75,0.9,0.99,0.96,0.78,0.67,0.96,0.97,0.78,0.97,0.98,0.45,0.32,0.81,0.55,0.77,0.88,0.69,0.39,0.81,0.98,0.91,0.89,0.05,0.06,0.05,0.0,0.02,0.04,0.36,0.39,0.35,0.15,0.24,0.09,0.14,0.39,0.15,0.2,0.74,0.79,0.29,0.26,0.06,0.06,0.21
@robportman,Rob,Portman,0.75,0.85,0.29,0.32,0.2,0.8,0.65,0.86,0.93,0.91,0.86,0.55,0.87,0.87,0.74,0.54,0.96,0.22,0.16,0.6,0.36,0.64,0.83,0.53,0.67,0.72,0.99,0.47,0.89,0.11,0.18,0.21,0.07,0.11,0.05,0.07,0.07,0.04,0.03,0.02,0.02,0.02,0.1,0.08,0.12,0.5,0.46,0.21,0.03,0.04,0.01,0.04
@JohnBoozman,John,Boozman,0.76,0.96,0.61,0.27,0.14,0.9,0.8,0.95,0.99,0.95,0.8,0.6,0.96,0.95,0.81,0.98,0.98,0.43,0.2,0.82,0.51,0.79,0.93,0.75,0.55,0.87,0.99,0.91,0.93,0.06,0.09,0.09,0.01,0.02,0.06,0.28,0.46,0.4,0.13,0.29,0.08,0.13,0.3,0.1,0.19,0.82,0.9,0.29,0.27,0.04,0.07,0.29
@SenToomey,Pat,Toomey,0.69,0.85,0.52,0.39,0.2,0.84,0.66,0.95,0.99,0.93,0.78,0.63,0.94,0.96,0.77,0.94,0.97,0.42,0.21,0.79,0.41,0.83,0.9,0.62,0.52,0.82,0.99,0.81,0.91,0.19,0.16,0.14,0.02,0.06,0.1,0.31,0.41,0.26,0.1,0.34,0.11,0.08,0.22,0.11,0.19,0.78,0.84,0.41,0.11,0.06,0.06,0.22
@SenJohnHoeven,John,Hoeven,0.49,0.98,0.53,0.18,0.11,0.86,0.73,0.9,0.99,0.97,0.73,0.7,0.97,0.98,0.68,0.99,0.99,0.57,0.25,0.78,0.48,0.71,0.88,0.74,0.46,0.8,0.98,0.96,0.89,0.04,0.04,0.05,0.0,0.01,0.06,0.59,0.64,0.6,0.25,0.52,0.23,0.33,0.61,0.21,0.28,0.95,0.92,0.37,0.28,0.04,0.07,0.36
@marcorubio,Marco,Rubio,0.64,0.82,0.42,0.4,0.11,0.68,0.28,0.97,0.95,0.8,0.89,0.5,0.89,0.87,0.8,0.88,0.96,0.66,0.18,0.86,0.67,0.86,0.94,0.64,0.6,0.85,0.98,0.82,0.89,0.16,0.13,0.08,0.09,0.03,0.11,0.48,0.4,0.27,0.24,0.32,0.35,0.21,0.15,0.21,0.28,0.75,0.79,0.57,0.22,0.11,0.13,0.19
@SenRonJohnson,Ron,Johnson,0.77,0.79,0.5,0.21,0.28,0.92,0.71,0.9,0.98,0.9,0.76,0.65,0.92,0.96,0.74,0.86,0.96,0.24,0.27,0.63,0.29,0.81,0.84,0.46,0.44,0.68,0.97,0.72,0.84,0.29,0.3,0.19,0.04,0.14,0.1,0.33,0.29,0.21,0.12,0.19,0.11,0.05,0.24,0.2,0.31,0.6,0.81,0.34,0.18,0.11,0.16,0.14
@RandPaul,Rand,Paul,0.7,0.82,0.5,0.29,0.24,0.84,0.5,0.89,0.94,0.76,0.73,0.46,0.84,0.94,0.74,0.83,0.97,0.3,0.3,0.75,0.44,0.65,0.89,0.34,0.4,0.63,0.99,0.68,0.8,0.33,0.26,0.16,0.07,0.1,0.1,0.34,0.2,0.21,0.15,0.23,0.19,0.08,0.08,0.19,0.29,0.64,0.77,0.35,0.22,0.15,0.15,0.13
@SenBlumenthal,Richard,Blumenthal,0.79,0.97,0.68,0.49,0.3,0.95,0.87,0.93,0.99,0.98,0.67,0.69,0.98,0.97,0.77,0.97,0.98,0.24,0.18,0.69,0.18,0.78,0.9,0.69,0.48,0.91,0.99,0.7,0.88,0.08,0.09,0.1,0.0,0.06,0.06,0.32,0.45,0.76,0.13,0.42,0.17,0.19,0.38,0.18,0.36,0.88,0.81,0.16,0.32,0.08,0.04,0.46
@SenMikeLee,Mike,Lee,0.8,0.9,0.49,0.11,0.23,0.97,0.82,0.94,0.96,0.91,0.75,0.46,0.93,0.96,0.76,0.87,0.98,0.16,0.25,0.68,0.33,0.56,0.8,0.44,0.27,0.66,0.99,0.68,0.9,0.16,0.2,0.16,0.02,0.1,0.07,0.26,0.12,0.25,0.11,0.07,0.07,0.04,0.09,0.13,0.13,0.43,0.73,0.11,0.22,0.07,0.09,0.09
@KellyAyotte,Kelly,Ayotte,0.62,0.93,0.49,0.4,0.17,0.86,0.72,0.92,0.99,0.96,0.72,0.59,0.96,0.97,0.76,0.97,0.98,0.36,0.2,0.78,0.36,0.8,0.92,0.65,0.56,0.91,0.99,0.8,0.86,0.12,0.1,0.1,0.01,0.04,0.07,0.41,0.48,0.54,0.15,0.39,0.18,0.18,0.29,0.14,0.26,0.87,0.9,0.33,0.24,0.08,0.07,0.4
@SenDeanHeller,Dean,Heller,0.51,0.86,0.5,0.34,0.29,0.72,0.6,0.95,0.99,0.89,0.79,0.63,0.94,0.99,0.65,0.96,0.98,0.44,0.38,0.67,0.37,0.76,0.9,0.63,0.33,0.7,0.96,0.92,0.88,0.16,0.22,0.12,0.01,0.08,0.14,0.51,0.44,0.37,0.22,0.49,0.27,0.14,0.31,0.19,0.19,0.88,0.81,0.5,0.19,0.06,0.17,0.21
@brianschatz,Brian,Schatz,0.74,0.97,0.66,0.27,0.26,0.92,0.7,0.95,0.98,0.93,0.81,0.68,0.97,0.98,0.84,0.95,0.99,0.51,0.3,0.83,0.44,0.73,0.93,0.62,0.18,0.71,0.99,0.86,0.87,0.07,0.08,0.04,0.01,0.03,0.03,0.46,0.27,0.47,0.11,0.31,0.26,0.11,0.28,0.18,0.22,0.76,0.81,0.33,0.26,0.09,0.11,0.14
@SenatorTimScott,Tim,Scott,0.71,0.83,0.59,0.44,0.27,0.84,0.4,0.91,0.99,0.91,0.81,0.64,0.94,0.98,0.75,0.97,0.98,0.49,0.31,0.83,0.42,0.8,0.94,0.59,0.49,0.8,0.99,0.83,0.81,0.21,0.21,0.11,0.01,0.05,0.11,0.35,0.47,0.41,0.13,0.42,0.18,0.12,0.29,0.14,0.26,0.81,0.83,0.36,0.35,0.07,0.09,0.31
@SenatorBaldwin,Tammy,Baldwin,0.6,0.97,0.56,0.28,0.21,0.92,0.81,0.89,0.99,0.96,0.68,0.64,0.98,0.98,0.73,0.98,0.99,0.46,0.32,0.86,0.52,0.68,0.94,0.64,0.4,0.89,0.99,0.84,0.89,0.04,0.04,0.05,0.0,0.02,0.03,0.5,0.39,0.57,0.2,0.38,0.17,0.24,0.35,0.24,0.28,0.84,0.86,0.29,0.28,0.06,0.06,0.31
@JeffFlake,Jeff,Flake,0.73,0.86,0.43,0.15,0.23,0.95,0.7,0.92,0.97,0.89,0.74,0.69,0.95,0.97,0.8,0.88,0.98,0.3,0.3,0.72,0.4,0.63,0.81,0.46,0.31,0.68,0.98,0.73,0.91,0.2,0.12,0.14,0.02,0.07,0.05,0.37,0.2,0.28,0.16,0.18,0.15,0.09,0.19,0.23,0.13,0.59,0.81,0.26,0.19,0.08,0.09,0.12
@SenDonnelly,Joe,Donnelly,0.69,0.92,0.49,0.3,0.17,0.81,0.73,0.93,0.99,0.96,0.76,0.62,0.95,0.97,0.71,0.96,0.98,0.36,0.25,0.78,0.44,0.8,0.89,0.68,0.57,0.75,0.99,0.89,0.92,0.11,0.12,0.14,0.01,0.04,0.07,0.14,0.42,0.17,0.1,0.15,0.04,0.05,0.33,0.05,0.1,0.8,0.81,0.3,0.12,0.02,0.01,0.13
@ChrisMurphyCT,Chris,Murphy,0.75,0.97,0.53,0.33,0.32,0.95,0.81,0.78,0.96,0.89,0.59,0.55,0.92,0.95,0.75,0.96,0.98,0.21,0.27,0.8,0.44,0.48,0.89,0.49,0.47,0.81,0.99,0.69,0.8,0.13,0.1,0.16,0.03,0.05,0.06,0.36,0.21,0.49,0.17,0.14,0.13,0.18,0.21,0.2,0.28,0.64,0.82,0.16,0.38,0.1,0.09,0.34
@maziehirono,Mazie,Hirono,0.56,0.98,0.71,0.37,0.16,0.85,0.76,0.94,0.99,0.97,0.76,0.7,0.98,0.98,0.67,0.98,0.99,0.53,0.24,0.8,0.42,0.72,0.94,0.77,0.4,0.91,0.99,0.89,0.89,0.03,0.05,0.03,0.0,0.02,0.06,0.37,0.47,0.64,0.14,0.52,0.22,0.21,0.39,0.15,0.3,0.94,0.87,0.34,0.26,0.04,0.06,0.34
@MartinHeinrich,Martin,Heinrich,0.64,0.99,0.78,0.2,0.35,0.95,0.84,0.88,0.99,0.95,0.66,0.7,0.97,0.98,0.71,0.98,0.99,0.44,0.43,0.74,0.43,0.46,0.89,0.68,0.3,0.74,0.98,0.93,0.87,0.04,0.07,0.06,0.0,0.04,0.05,0.31,0.31,0.57,0.24,0.26,0.14,0.21,0.33,0.18,0.24,0.81,0.86,0.21,0.38,0.05,0.08,0.26
@SenAngusKing,Angus,King,0.7,0.95,0.64,0.37,0.31,0.88,0.86,0.88,0.99,0.89,0.67,0.52,0.89,0.96,0.73,0.98,0.97,0.36,0.34,0.72,0.42,0.8,0.89,0.59,0.49,0.75,0.99,0.9,0.72,0.24,0.27,0.16,0.02,0.1,0.17,0.56,0.56,0.56,0.21,0.47,0.32,0.21,0.53,0.17,0.42,0.88,0.88,0.38,0.35,0.09,0.33,0.39
@timkaine,Tim,Kaine,0.62,0.94,0.63,0.33,0.38,0.94,0.74,0.9,0.98,0.91,0.65,0.64,0.96,0.98,0.74,0.97,0.98,0.42,0.49,0.82,0.5,0.66,0.92,0.5,0.3,0.75,0.99,0.87,0.84,0.16,0.12,0.08,0.01,0.05,0.07,0.49,0.34,0.48,0.27,0.31,0.28,0.19,0.37,0.2,0.27,0.77,0.81,0.34,0.24,0.1,0.1,0.24
@tedcruz,Ted,Cruz,0.72,0.75,0.61,0.33,0.29,0.83,0.27,0.96,0.97,0.89,0.91,0.7,0.95,0.97,0.81,0.74,0.96,0.36,0.27,0.72,0.38,0.76,0.93,0.51,0.52,0.78,0.99,0.62,0.92,0.19,0.21,0.08,0.02,0.1,0.05,0.17,0.19,0.15,0.11,0.19,0.15,0.04,0.1,0.13,0.26,0.65,0.64,0.45,0.06,0.11,0.04,0.07
@SenWarren,Elizabeth,Warren,0.62,0.95,0.41,0.11,0.15,0.97,0.82,0.94,0.97,0.97,0.6,0.67,0.98,0.98,0.83,0.94,0.99,0.26,0.26,0.78,0.49,0.57,0.78,0.39,0.26,0.83,0.99,0.59,0.95,0.06,0.03,0.06,0.0,0.03,0.02,0.49,0.15,0.49,0.15,0.18,0.19,0.17,0.17,0.31,0.15,0.63,0.8,0.16,0.25,0.09,0.08,0.21
@SenatorFischer,Deb,Fischer,0.65,0.92,0.58,0.31,0.2,0.86,0.7,0.94,0.99,0.95,0.8,0.61,0.95,0.97,0.79,0.98,0.98,0.43,0.25,0.75,0.36,0.84,0.9,0.65,0.47,0.79,0.98,0.89,0.89,0.14,0.16,0.1,0.0,0.05,0.1,0.4,0.55,0.41,0.14,0.36,0.17,0.13,0.42,0.13,0.23,0.87,0.88,0.4,0.25,0.07,0.13,0.33
@SenatorHeitkamp,Heidi,Heitkamp,0.58,0.99,0.67,0.3,0.19,0.94,0.8,0.73,0.99,0.99,0.47,0.81,0.99,0.97,0.81,0.99,0.99,0.42,0.22,0.8,0.36,0.73,0.79,0.66,0.33,0.88,0.99,0.77,0.76,0.04,0.02,0.05,0.0,0.02,0.03,0.47,0.57,0.82,0.19,0.62,0.24,0.41,0.68,0.32,0.51,0.95,0.83,0.15,0.38,0.1,0.05,0.56
@SenMarkey,Ed,Markey,0.72,0.99,0.64,0.19,0.3,0.96,0.82,0.92,0.98,0.98,0.63,0.83,0.99,0.98,0.67,0.95,0.98,0.2,0.29,0.69,0.32,0.58,0.81,0.59,0.48,0.83,0.99,0.63,0.89,0.05,0.04,0.08,0.0,0.05,0.02,0.24,0.23,0.68,0.19,0.35,0.15,0.25,0.36,0.39,0.42,0.77,0.74,0.11,0.26,0.08,0.03,0.29
@CoryBooker,Cory,Booker,0.81,0.84,0.87,0.9,0.33,0.87,0.52,0.95,0.98,0.8,0.82,0.51,0.93,0.92,0.96,0.97,0.94,0.82,0.21,0.94,0.51,0.98,0.98,0.79,0.46,0.96,0.99,0.81,0.84,0.29,0.19,0.09,0.05,0.06,0.18,0.53,0.71,0.76,0.14,0.83,0.58,0.37,0.45,0.2,0.57,0.82,0.64,0.58,0.41,0.19,0.19,0.55
@SenCapito,Shelley,Moore Capito,0.64,0.95,0.52,0.25,0.19,0.82,0.73,0.89,0.99,0.95,0.72,0.59,0.95,0.96,0.66,0.97,0.98,0.44,0.27,0.74,0.48,0.78,0.89,0.72,0.57,0.83,0.98,0.89,0.83,0.08,0.12,0.1,0.0,0.03,0.1,0.33,0.58,0.53,0.19,0.35,0.15,0.22,0.46,0.14,0.28,0.88,0.84,0.23,0.36,0.04,0.1,0.4
@SenGaryPeters,Gary,Peters,0.54,0.99,0.63,0.28,0.16,0.92,0.76,0.89,0.99,0.97,0.75,0.63,0.98,0.97,0.77,0.99,0.99,0.61,0.29,0.87,0.59,0.79,0.93,0.75,0.48,0.9,0.99,0.91,0.91,0.01,0.02,0.03,0.0,0.0,0.03,0.31,0.53,0.52,0.16,0.41,0.12,0.24,0.48,0.15,0.27,0.89,0.85,0.24,0.27,0.03,0.01,0.4
@BillCassidy,Bill,Cassidy,0.74,0.85,0.46,0.25,0.08,0.81,0.5,0.97,0.99,0.95,0.87,0.66,0.97,0.97,0.83,0.94,0.99,0.53,0.13,0.88,0.54,0.87,0.94,0.69,0.55,0.9,0.99,0.75,0.93,0.06,0.07,0.05,0.02,0.01,0.05,0.23,0.37,0.29,0.09,0.25,0.09,0.09,0.18,0.11,0.17,0.67,0.82,0.33,0.2,0.03,0.02,0.21
@CoryGardner,Cory,Gardner,0.67,0.82,0.34,0.14,0.13,0.87,0.56,0.91,0.98,0.89,0.86,0.54,0.93,0.98,0.89,0.9,0.98,0.54,0.23,0.83,0.63,0.75,0.89,0.57,0.34,0.67,0.99,0.85,0.91,0.06,0.12,0.09,0.08,0.02,0.05,0.26,0.19,0.08,0.09,0.06,0.03,0.03,0.13,0.05,0.06,0.41,0.68,0.23,0.19,0.05,0.04,0.08
@SenatorLankford,James,Lankford,0.74,0.9,0.5,0.16,0.17,0.93,0.71,0.97,0.98,0.96,0.79,0.69,0.96,0.97,0.78,0.93,0.98,0.3,0.23,0.76,0.41,0.73,0.85,0.56,0.4,0.72,0.98,0.8,0.94,0.11,0.13,0.1,0.0,0.05,0.06,0.38,0.26,0.36,0.13,0.23,0.12,0.1,0.2,0.19,0.17,0.71,0.88,0.31,0.2,0.07,0.12,0.16
@SenTomCotton,Tom,Cotton,0.78,0.9,0.6,0.23,0.12,0.82,0.77,0.97,0.99,0.93,0.85,0.67,0.94,0.9,0.86,0.91,0.95,0.28,0.13,0.7,0.44,0.85,0.84,0.64,0.6,0.81,0.98,0.83,0.96,0.2,0.19,0.09,0.02,0.04,0.11,0.19,0.39,0.17,0.08,0.16,0.07,0.03,0.13,0.07,0.15,0.74,0.84,0.31,0.15,0.04,0.09,0.15
@SteveDaines,Steve,Daines,0.66,0.95,0.69,0.25,0.32,0.89,0.68,0.91,0.99,0.88,0.72,0.68,0.94,0.98,0.83,0.96,0.98,0.5,0.39,0.77,0.51,0.69,0.9,0.5,0.3,0.65,0.98,0.88,0.89,0.14,0.17,0.09,0.01,0.04,0.08,0.36,0.31,0.29,0.17,0.29,0.16,0.11,0.32,0.18,0.27,0.82,0.83,0.32,0.22,0.06,0.14,0.2
@SenatorRounds,Mike,Rounds,0.58,0.87,0.51,0.26,0.15,0.72,0.65,0.92,0.99,0.88,0.74,0.53,0.89,0.95,0.71,0.97,0.97,0.41,0.24,0.75,0.4,0.83,0.89,0.62,0.54,0.7,0.96,0.92,0.79,0.21,0.28,0.13,0.03,0.05,0.16,0.46,0.58,0.29,0.13,0.38,0.17,0.12,0.33,0.09,0.24,0.86,0.84,0.39,0.26,0.08,0.18,0.29
@sendavidperdue,David,Perdue,0.64,0.94,0.57,0.32,0.15,0.9,0.57,0.97,0.99,0.94,0.88,0.67,0.98,0.98,0.83,0.97,0.99,0.49,0.23,0.88,0.55,0.86,0.94,0.64,0.44,0.85,0.99,0.85,0.92,0.14,0.1,0.05,0.0,0.02,0.04,0.37,0.46,0.39,0.13,0.39,0.2,0.15,0.32,0.14,0.18,0.84,0.85,0.42,0.19,0.06,0.07,0.23
@ThomTillis,Thom,Tillis,0.6,0.69,0.32,0.17,0.14,0.75,0.37,0.96,0.98,0.86,0.81,0.47,0.9,0.98,0.84,0.9,0.98,0.41,0.27,0.76,0.54,0.76,0.89,0.43,0.31,0.66,0.98,0.79,0.91,0.19,0.21,0.12,0.03,0.06,0.1,0.43,0.27,0.16,0.14,0.18,0.15,0.07,0.09,0.16,0.11,0.64,0.74,0.36,0.17,0.11,0.11,0.11
@SenJoniErnst,Joni,Ernst,0.7,0.93,0.59,0.3,0.19,0.85,0.76,0.94,0.99,0.94,0.72,0.55,0.94,0.95,0.8,0.97,0.98,0.42,0.21,0.72,0.41,0.83,0.9,0.66,0.59,0.86,0.99,0.87,0.91,0.11,0.15,0.09,0.01,0.03,0.12,0.27,0.52,0.42,0.12,0.25,0.11,0.1,0.33,0.06,0.23,0.87,0.89,0.28,0.28,0.04,0.05,0.42
@BenSasse,Ben,Sasse,0.89,0.55,0.65,0.38,0.48,0.98,0.81,0.38,0.64,0.72,0.44,0.4,0.4,0.73,0.53,0.54,0.83,0.06,0.25,0.36,0.1,0.18,0.57,0.35,0.11,0.4,0.95,0.42,0.66,0.61,0.39,0.5,0.23,0.47,0.27,0.2,0.07,0.53,0.06,0.1,0.22,0.1,0.14,0.2,0.1,0.17,0.33,0.04,0.21,0.18,0.15,0.14
@SenDanSullivan,Dan,Sullivan,0.84,0.96,0.81,0.48,0.29,0.97,0.78,0.95,0.98,0.96,0.81,0.69,0.95,0.96,0.8,0.96,0.98,0.3,0.24,0.76,0.3,0.69,0.94,0.63,0.43,0.81,0.99,0.82,0.89,0.15,0.14,0.1,0.0,0.06,0.05,0.11,0.33,0.4,0.09,0.26,0.08,0.06,0.22,0.07,0.13,0.81,0.72,0.25,0.25,0.05,0.03,0.18
@BernieSanders,Bernie,Sanders,0.79,0.97,0.72,0.14,0.18,0.98,0.82,0.92,0.92,0.9,0.73,0.6,0.94,0.95,0.7,0.89,0.99,0.38,0.28,0.86,0.63,0.28,0.92,0.48,0.24,0.82,0.99,0.63,0.94,0.01,0.02,0.04,0.03,0.02,0.01,0.14,0.04,0.31,0.11,0.03,0.08,0.07,0.02,0.12,0.1,0.34,0.61,0.09,0.26,0.04,0.0,0.06
@GovGaryJohnson,Gary,Johnson,0.75,0.81,0.38,0.2,0.18,0.91,0.69,0.88,0.92,0.8,0.78,0.43,0.86,0.92,0.85,0.78,0.96,0.28,0.29,0.82,0.54,0.7,0.86,0.39,0.29,0.54,0.97,0.71,0.84,0.27,0.26,0.15,0.1,0.08,0.07,0.26,0.15,0.11,0.11,0.08,0.11,0.04,0.09,0.16,0.21,0.26,0.46,0.13,0.15,0.14,0.12,0.05
@realDonaldTrump,Donald,Trump,0.89,0.62,0.61,0.43,0.14,0.95,0.47,0.93,0.92,0.91,0.94,0.63,0.95,0.93,0.98,0.61,0.96,0.52,0.09,0.88,0.44,0.86,0.91,0.58,0.41,0.87,0.99,0.47,0.94,0.16,0.12,0.05,0.1,0.02,0.02,0.06,0.15,0.08,0.02,0.03,0.06,0.01,0.03,0.03,0.11,0.29,0.23,0.16,0.06,0.1,0.0,0.05
@HillaryClinton,Hillary,Clinton,0.85,0.77,0.69,0.42,0.2,0.97,0.54,0.92,0.92,0.91,0.88,0.64,0.95,0.96,0.83,0.72,0.99,0.43,0.15,0.79,0.33,0.51,0.96,0.48,0.24,0.89,0.99,0.4,0.96,0.09,0.04,0.04,0.05,0.05,0.01,0.06,0.07,0.22,0.05,0.06,0.14,0.04,0.02,0.07,0.1,0.41,0.54,0.32,0.05,0.07,0.0,0.06
@DrJillStein,Jill,Stein,0.9,0.97,0.8,0.15,0.41,0.99,0.91,0.89,0.86,0.85,0.5,0.5,0.83,0.92,0.81,0.84,0.98,0.15,0.34,0.66,0.46,0.19,0.86,0.29,0.18,0.65,0.99,0.55,0.92,0.09,0.08,0.13,0.02,0.06,0.03,0.13,0.02,0.44,0.12,0.03,0.08,0.09,0.02,0.14,0.15,0.35,0.54,0.03,0.35,0.08,0.02,0.08
@BarackObama,Barack,Obama,0.81,0.93,0.66,0.1,0.1,0.94,0.66,0.98,0.97,0.96,0.95,0.85,0.98,0.99,0.78,0.88,0.99,0.45,0.18,0.83,0.59,0.56,0.93,0.63,0.16,0.81,0.97,0.77,0.99,0.01,0.01,0.01,0.0,0.02,0.0,0.15,0.07,0.27,0.1,0.06,0.05,0.05,0.06,0.08,0.05,0.59,0.83,0.41,0.22,0.04,0.01,0.02
@Evan_McMullin,Evan,McMullin,0.9,0.8,0.77,0.44,0.29,0.97,0.7,0.83,0.9,0.86,0.67,0.41,0.79,0.9,0.86,0.85,0.98,0.3,0.26,0.77,0.42,0.44,0.94,0.41,0.23,0.67,0.99,0.66,0.82,0.24,0.18,0.14,0.04,0.09,0.07,0.19,0.14,0.36,0.11,0.13,0.18,0.08,0.09,0.14,0.28,0.47,0.56,0.17,0.25,0.1,0.05,0.12
